"PublicationID","PubTypeID","Year","Citation","ArticleTitle","Journal","Volume","Issue","Pages","CitationNumber","DOI","BookTitle","NumVolumes","Edition","VolumeTitle","SeriesTitle","SeriesVolume","Publisher","URL","City","State","Country","OriginalLanguage","Notes","RecDateCreated","RecDateModified"
59,2,"1970","Mehringer, P.J., Jr., J.E. King, and E.H. Lindsay. 1970. A record of Wisconsin-age vegetation and fauna from the Ozarks of western Missouri. Pages 173-183 in W. Dort, Jr. and J.K. Jones, Jr., editors. Pleistocene and Recent Environments of the Central Great Plains. The University Press of Kansas, Lawrence, Kansas, USA.","A record of Wisconsin-age vegetation and fauna from the Ozarks of western Missouri",NA,NA,NA,"173-183",NA,NA,"Pleistocene and Recent Environments of the Central Great Plains",NA,NA,NA,NA,NA,"The University Press of Kansas",NA,"Lawrence","Kansas","USA",NA,NA,"2013-09-30 14:02:54","2013-10-01 04:53:37"
60,1,"1977","King, J.E., and W.H. Allen, Jr. 1977. A Holocene vegetation record from the Mississippi River valley, southeastern Missouri. Quaternary Research 8(3):307-323. http://www.sciencedirect.com/science/article/pii/0033589477900746. [DOI: 10.1016/0033-5894(77)90074-6]","A Holocene vegetation record from the Mississippi River valley, southeastern Missouri","Quaternary Research","8","3","307-323",NA,"10.1016/0033-5894(77)90074-6",NA,NA,NA,NA,NA,NA,NA,"http://www.sciencedirect.com/science/article/pii/0033589477900746",NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-10-01 04:58:25"
61,1,"1978","King, J.E. 1978. New evidence on the history of the St. Francis Sunk Lands, northeastern Arkansas. Geological Society of America Bulletin 89(12):1719-1722. http://gsabulletin.gsapubs.org/content/89/12/1719. [DOI: 10.1130/0016-7606(1978)89<1719:NEOTHO>2.0.CO;2]","New evidence on the history of the St. Francis Sunk Lands, northeastern Arkansas","Geological Society of America Bulletin","89","12","1719-1722",NA,"10.1130/0016-7606(1978)89<1719:NEOTHO>2.0.CO;2",NA,NA,NA,NA,NA,NA,NA,"http://gsabulletin.gsapubs.org/content/89/12/1719",NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-10-01 15:30:38"
62,1,"1981","King, J.E. 1981. Late Quaternary vegetational history of Illinois. Ecological Monographs 51(1):43-62. http://www.jstor.org/stable/2937306.","Late Quaternary vegetational history of Illinois","Ecological Monographs","51","1","43-62",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.jstor.org/stable/2937306",NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-10-01 15:52:05"
63,1,"1972","Larson, D.A., V.M. Bryant, Jr., and T.S. Patty. 1972. Pollen analysis of a central Texas bog. American Midland Naturalist 88(2):358-367. http://www.jstor.org/stable/2424360.","Pollen analysis of a central Texas bog","American Midland Naturalist","88","2","358-367",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.jstor.org/stable/2424360",NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-10-02 04:21:56"
64,1,"1985","Liu, K.-B., and N.S.-N. Lam. 1985. Paleovegetational reconstruction based on modern and fossil pollen data: an application of discriminant analysis. Annals of the Association of American Geographers 75(1):115-130. http://www.jstor.org/stable/2563179.","Paleovegetational reconstruction based on modern and fossil pollen data: an application of discriminant analysis","Annals of the Association of American Geographers","75","1","115-130",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.jstor.org/stable/2563179",NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-10-02 04:44:21"
65,0,"1982","Macpherson, J.B. 1982. Postglacial vegetational history of the eastern Avalon Peninsula, Newfoundland, and Holocene climatic change along the eastern Canadian seaboard. Géographie physique et Quaternaire 36:175-196.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
66,0,"1973","Miller, N.G. 1973. Late-glacial and postglacial vegetation change in southwestern New York State. Bulletin 420, New York State Museum and Science Service, The State Education Department, Albany, New York, USA..","Late-glacial and postglacial vegetation change in southwestern New York State. Bulletin 420, New York State Museum and Science Service, The State Education Department, Albany, New York, USA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2015-04-03 21:10:20"
67,0,"1981","Albert, L.E., and D.G. Wyckoff. 1981. Ferndale Bog and Natural Lake: five thousand years of environmental change in southeastern Oklahoma. Oklahoma Archaeological Survey, Studies in Oklahoma's Past, Number 7.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
68,0,"1980","Anderson, T.W. 1980. Holocene vegetation and climatic history of Prince Edward Island, Canada. Canadian Journal of Earth Sciences 17:1152-1165.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
69,0,"1982","McAndrews, J.H., J.L. Riley, and A.M. Davis. 1982. Vegetation history of the Hudson Bay Lowland: a postglacial pollen diagram from the Sutton Ridge. Naturaliste Canadien 109:597-608.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
70,0,"1971","McDowell, L.L., R.M. Dole, Jr., M. Howard, Jr., and R.A. Farrington. 1971. Palynology and radiocarbon chronology of Bugbee Wildflower Sanctuary and Natural Area, Caledonia County, Vermont. Pollen et Spores 13:73-91.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
71,0,"1978","Mott, R.J., and L.D. Farley-Gill. 1978. A late-Quaternary pollen profile from Woodstock, Ontario. Canadian Journal of Earth Sciences 15:1101-1111.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
72,0,"1991","Beiswenger, J.M. 1991. Late Quaternary vegetational history of Grays Lake, Idaho. Ecological Monographs 61:165-182..","Late Quaternary vegetational history of Grays Lake, Idaho. Ecological Monographs 61:165-182.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2015-06-16 23:23:25"
73,0,"1969","Mott, R.J., and M. Camfield. 1969. Palynological studies in the Ottawa area. Geological Survey of Canada Paper 69-38.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
74,3,"1973","Mott, R.J. 1973. Palynological studies in central Saskatchewan: pollen stratigraphy from lake sediment sequences. Paper 72-49. Geological Survey of Canada, Ottawa, Ontario, Canada.",NA,NA,NA,NA,NA,NA,NA,"Palynological studies in central Saskatchewan: pollen stratigraphy from lake sediment sequences",NA,NA,NA,"Paper","72-49","Geological Survey of Canada",NA,"Ottawa","Ontario","Canada",NA,NA,"2013-09-30 14:02:54","2015-08-03 23:22:58"
75,0,"1975","Mott, R.J. 1975. Palynological studies of lake sediment profiles from southwestern New Brunswick. Canadian Journal of Earth Sciences 12:273-288.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
76,0,"1966","Ogden, J.G., III. 1966. Forest history of Ohio. I. Radiocarbon dates and pollen stratigraphy of Silver Lake, Logan County, Ohio. The Ohio Journal of Science 66:387-400.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
77,0,"1975","Ritchie, J.C., and K.A. Hadden. 1975. Pollen stratigraphy of Holocene sediments from the Grand Rapids area, Manitoba, Canada. Review of Palaeobotany and Palynology 19:193-202.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
78,0,"1964","Ritchie, J.C. 1964. Contributions to the Holocene paleoecology of west central Canada. 1. The Riding Mountain area. Canadian Journal of Botany 42:181-196.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
79,0,"1969","Ritchie, J.C. 1969. Absolute pollen frequencies and carbon-14 age of a section of Holocene lake sediment from the Riding Mountain area of Manitoba. Canadian Journal of Botany 47:1345-1349.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
80,0,"1975","Saarnisto, M. 1975. Stratigraphical studies on the shoreline displacement of Lake Superior. Canadian Journal of Earth Sciences 12:300-319.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
81,0,"1975","Shane, L.C.K. 1975. Palynology and radiocarbon chronology of Battaglia Bog, Portage County, Ohio. Ohio Journal of Science 75:96-102.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
82,0,"1976","Spear, R.W., and N.G. Miller. 1976. A radiocarbon dated pollen diagram from the Allegheny Plateau of New York State. Journal of the Arnold Arboretum 57:369-403.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
83,0,"1978","Swain, A.M. 1978. Environmental changes during the past 2000 years in north-central Wisconsin: analysis of pollen, charcoal, and seeds from varved lake sediments. Quaternary Research 10:55-68.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
84,0,"1970","Terasmae, J., and T.W. Anderson. 1970. Hypsithermal range extension of white pine (Pinus strobus L.) in Quebec, Canada. Canadian Journal of Earth Sciences 7:406-413.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
85,0,"1979","Van Zant, K.L. 1979. Late glacial and postglacial pollen and plant macrofossils from Lake West Okoboji, northwestern Iowa. Quaternary Research 12:358-380.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
86,0,"1973","Vincent, J.-S. 1973. A palynological study for the Little Clay Belt, northwestern Québec. Naturaliste Canadien 100:59-70.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
87,0,"1969","Watts, W.A. 1969. A pollen diagram from Mud Lake, Marion County, north-central Florida. Geological Society of America Bulletin 80:631-642.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
88,0,"1970","Watts, W.A. 1970. The full-glacial vegetation of northwestern Georgia. Ecology 51:17-33.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
89,0,"1974","Webb, T. III. 1974. A vegetational history from northern Wisconsin: evidence from modern and fossil pollen. The American Midland Naturalist 92:12-34.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
90,0,"1972","Whitehead, D.R. 1972. Developmental and environmental history of the Dismal Swamp. Ecological Monographs 42:301-315.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
91,0,"1981","Whitehead, D.R. 1981. Late-Pleistocene vegetational changes in northeastern North Carolina. Ecological Monographs 51:451-471.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
92,3,"1974","Williams, A.S. 1974. Late-glacial—postglacial vegetational history of the Pretty Lake region, northeastern Indiana. U.S. Geological Survey Professional Paper 686-B. U. S. Government Printing Office, Washington DC, USA.",NA,NA,NA,NA,NA,NA,NA,"Late-glacial—postglacial vegetational history of the Pretty Lake region, northeastern Indiana",NA,NA,NA,"U.S. Geological Survey Professional Paper","686-B","U. S. Government Printing Office",NA,"Washington DC",NA,"USA",NA,NA,"2013-09-30 14:02:54","2014-04-16 23:18:10"
93,0,"1963","Wright, H.E., Jr., T.C. Winter, and H.L. Patten. 1963. Two pollen diagrams from southeastern Minnesota: problems in the regional late-glacial and postglacial vegetational history. Geological Society of America Bulletin 74:1371-1396.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
94,0,"1969","Wright, H.E., Jr., and W.A. Watts. 1969. Glacial and vegetational history of northeastern Minnesota. Minnesota Geological Survey SP-11. Special Publications Series, University of Minnesota, Minneapolis, Minnesota, USA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
95,0,"1984","Labelle, C., and P.J.H. Richard. 1984. Histoire postglaciaire de la végétation dans la région de Mont-Saint-Pierre, Gaspésie, Quebec. Géographie physique et Quaternaire 38:257-274.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
96,0,"1978","Manny, B.A., R.G. Wetzel, and R.E. Bailey. 1978. Paleolimnological sedimentation of organic carbon, nitrogen, phosphorous, fossil pigments, pollen, and diatoms in a hypereutrophic, hardwater lake: a case history of eutrophication. Polskie Archiwum Hydrobiologii 25:243-267.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
97,0,"1977","McAndrews, J.H., and G. Samson. 1977. Analyse pollinique et implications archéologiques et géomorphologiques, lac de la Hutte Sauvage (Mushuau Nipi), Nouveau-Québec. Géographie physique et Quaternaire 31:177-183.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
98,0,"1976","Mott, R.J. 1976. A Holocene pollen profile from the Sept-Iles area, Québec. Naturaliste Canadien 103:457-467.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
99,0,"1977","Mott, R.J. 1977. Late-Pleistocene and Holocene palynology in southeastern Québec. Géographie physique et Quaternaire 31:139-149.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
100,0,"1979","Richard, P.J.H. 1979. Contribution à l'histoire postglaciaire de la végétation au nord-est de la Jamésie, Nouveau-Québec. Géographie physique et Quaternaire 33:93-112.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
101,0,"1982","Richard, P.J.H., A.C. Larouche, and M.A. Bouchard. 1982. Age de la déglaciation finale et histoire postglaciaire de la végétation dans la partie centrale du Nouveau-Québec. Géographie physique et Quaternaire 36:63-90.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
102,0,"1979","Savoie, L., and P.J.H. Richard. 1979. Paléophytogéographie de l'épisode de Saint-Narcisse dans la région de Sainte-Agathe, Québec. Géographie physique et Quaternaire 33:175-188.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
103,0,"1975","Watts, W.A. 1975. A late Quaternary record of vegetation from Lake Annie, south-central Florida. Geology 3:344-346.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
104,0,"1980","Watts, W.A. 1980. Late-Quaternary vegetation history at White Pond on the inner coastal plain of South Carolina. Quaternary Research 13:187-199.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
105,0,"1978","Whitehead, D.R., and T.L. Crisman. 1978. Paleolimnological studies of small New England (U.S.A.) ponds. Part I. Late-glacial and postglacial trophic oscillations. Polskie Archiwum Hydrobiologii 25:471-481.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
106,0,"1983","Delcourt, H.R., P.A. Delcourt, and E.C. Spiker. 1983. A 12,000-year record of forest history from Cahaba Pond, St. Clair County, Alabama. Ecology 64:874-887.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
107,0,"1972","Maxwell, J.A., and M.B. Davis. 1972. Pollen evidence of Pleistocene and Holocene vegetation on the Allegheny Plateau, Maryland. Quaternary Research 2:506-530.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
108,0,"1974","Saarnisto, M. 1974. The deglaciation history of the Lake Superior region and its climatic implications. Quaternary Research 4:316-339.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
109,0,"1967","Ogden, J.G., III, and R.J. Hay. 1967. Ohio Wesleyan University natural radiocarbon measurements III. Radiocarbon 9:316-332..","Ohio Wesleyan University natural radiocarbon measurements III. Radiocarbon 9:316-332.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2015-06-04 23:19:10"
110,0,"1983","Webb, S.L. 1983. The Holocene extension of the range of American Beech (Fagus grandifolia) into Wisconsin: paleoecological evidence for long-distance seed dispersal. Dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
111,0,"1957","Barclay, F.H. 1957. The natural vegetation of Johnson County, Tennessee past and present. Dissertation. University of Tennessee, Knoxville, Tennessee, USA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
112,0,"1981","Radle, N.J. 1981. Vegetation history and lake-level changes at a saline lake in northeastern South Dakota. Thesis. University of Minnesota, Minneapolis, Minnesota, USA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
113,0,"1975","Lawrenz, R.W. 1975. The developmental paleoecology of Green Lake Antrim County, Michigan. Thesis. Central Michigan University, Mount Pleasant, Michigan, USA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
114,0,"1978","Bostwick, L.G. 1978. An environmental framework for cultural change in Maine: pollen influx and percentage diagrams from Monhegan Island. Thesis. University of Maine, Orono, Maine, USA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
115,0,"1979","Anderson, R.S. 1979. A Holocene record of vegetation and fire at Upper South Branch Pond in northern Maine. Thesis. University of Maine, Orono, Maine, USA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
116,0,"1971","Watts, W.A. 1971. Postglacial and interglacial vegetation history of southern Georgia and central Florida. Ecology 52:676-690.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
117,0,"1969","Terasmae, J. 1969. A discussion of deglaciation and the boreal forest in the northern Great Lakes region. Proceedings of the Entomological Society of Ontario 99:31-43.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
